Cropped Image Path,Text
all_cropped_images/dr34_1_23.jpg,1+0+1
all_cropped_images/dr34_1_24.jpg,Tab
all_cropped_images/dr34_1_25.jpg,Fabrol
all_cropped_images/dr34_1_26.jpg,1+0+1
all_cropped_images/dr34_1_27.jpg,صبح
all_cropped_images/dr34_1_28.jpg,ناشتے سے پہلے
all_cropped_images/dr34_1_29.jpg,رات
all_cropped_images/dr34_1_30.jpg,دوپہر
all_cropped_images/dr34_1_31.jpg,رات
all_cropped_images/dr34_1_32.jpg,رات
all_cropped_images/dr34_1_33.jpg,صبح
all_cropped_images/dr34_1_34.jpg,صبح
all_cropped_images/dr34_1_35.jpg,صبح
all_cropped_images/dr34_1_36.jpg,رات
all_cropped_images/dr34_1_37.jpg,کھانے سے پہلے
all_cropped_images/dr35_1_1.jpg,B.Kinza
all_cropped_images/dr35_1_2.jpg,Inj
all_cropped_images/dr35_1_3.jpg,Ampicillin
all_cropped_images/dr35_1_4.jpg,500
all_cropped_images/dr35_1_5.jpg,mg
all_cropped_images/dr35_1_6.jpg,5
all_cropped_images/dr35_1_7.jpg,ml
all_cropped_images/dr35_1_8.jpg,BD
all_cropped_images/dr35_1_9.jpg,2.5
all_cropped_images/dr35_1_10.jpg,ec
all_cropped_images/dr35_1_11.jpg,1/v
all_cropped_images/dr35_1_12.jpg,Inj
all_cropped_images/dr35_1_13.jpg,Clafron
all_cropped_images/dr35_1_14.jpg,250
all_cropped_images/dr35_1_15.jpg,mg
all_cropped_images/dr35_1_16.jpg,5
all_cropped_images/dr35_1_17.jpg,ml
all_cropped_images/dr35_1_18.jpg,2.5
all_cropped_images/dr35_1_19.jpg,ec
all_cropped_images/dr35_1_20.jpg,1/v
all_cropped_images/dr35_1_21.jpg,BD
all_cropped_images/dr35_1_22.jpg,Inj
all_cropped_images/dr35_1_23.jpg,Aminophy line
all_cropped_images/dr35_1_24.jpg,30
all_cropped_images/dr35_1_25.jpg,units
all_cropped_images/dr35_1_26.jpg,BD
all_cropped_images/dr35_1_27.jpg,1/v
all_cropped_images/dr35_1_28.jpg,Inj
all_cropped_images/dr35_1_29.jpg,1/5
all_cropped_images/dr35_1_30.jpg,th
all_cropped_images/dr35_1_31.jpg,10%
all_cropped_images/dr35_1_32.jpg,dextrose water
all_cropped_images/dr35_1_33.jpg,8
all_cropped_images/dr35_1_34.jpg,ml
all_cropped_images/dr35_1_35.jpg,hour
all_cropped_images/dr35_1_36.jpg,CBC
all_cropped_images/dr35_1_37.jpg,CRP
all_cropped_images/dr35_1_38.jpg,S/E
all_cropped_images/dr35_1_39.jpg,CxR
all_cropped_images/dr35_1_40.jpg,Hypertension
all_cropped_images/dr35_1_41.jpg,Meconium Aspiration 
all_cropped_images/dr35_1_42.jpg,Syndrome
all_cropped_images/dr35_1_43.jpg,Pulmonary
all_cropped_images/dr36_1_1.jpg,Muhammad Ibraheem
all_cropped_images/dr36_1_2.jpg,Admit in Fatima medical centre Multan
all_cropped_images/dr36_1_3.jpg,Inj
all_cropped_images/dr36_1_4.jpg,sulzone
all_cropped_images/dr36_1_5.jpg,1
all_cropped_images/dr36_1_6.jpg,g
all_cropped_images/dr36_1_7.jpg,
all_cropped_images/dr36_1_8.jpg,inj
all_cropped_images/dr36_1_9.jpg,Ampicillin
all_cropped_images/dr36_1_10.jpg,500
all_cropped_images/dr36_1_11.jpg,mg
all_cropped_images/dr36_1_12.jpg,K.lot
all_cropped_images/dr36_1_13.jpg,1
all_cropped_images/dr36_1_14.jpg,inj
all_cropped_images/dr36_1_15.jpg,Tab
all_cropped_images/dr36_1_16.jpg,1 1/2
all_cropped_images/dr36_4_1.jpg,Roibal Manan
all_cropped_images/dr36_4_2.jpg,Admit in Fatima
all_cropped_images/dr36_4_3.jpg,inj
all_cropped_images/dr36_4_4.jpg,inj
all_cropped_images/dr36_4_5.jpg,Flagyl
all_cropped_images/dr36_4_6.jpg,inj
all_cropped_images/dr36_4_7.jpg,Novidat
all_cropped_images/dr36_4_8.jpg,200
all_cropped_images/dr36_4_9.jpg,mg
all_cropped_images/dr36_4_10.jpg,100
all_cropped_images/dr36_4_11.jpg,ml
all_cropped_images/dr36_4_12.jpg,inj
all_cropped_images/dr36_4_13.jpg,Grasil
all_cropped_images/dr36_4_14.jpg,100
all_cropped_images/dr36_4_15.jpg,mg
all_cropped_images/dr36_4_16.jpg,7
all_cropped_images/dr36_4_17.jpg,7
all_cropped_images/dr36_4_18.jpg,7
all_cropped_images/dr36_4_19.jpg,500
all_cropped_images/dr36_4_20.jpg,ml
all_cropped_images/dr36_4_21.jpg,4
all_cropped_images/dr36_4_22.jpg,mg
all_cropped_images/dr36_4_23.jpg,Onset
all_cropped_images/dr36_4_24.jpg,Inj
all_cropped_images/dr36_4_25.jpg,250
all_cropped_images/dr36_4_26.jpg,دن
all_cropped_images/dr36_4_27.jpg,دن
all_cropped_images/dr36_4_28.jpg,دن
all_cropped_images/dr36_4_29.jpg,صبح
all_cropped_images/dr36_4_30.jpg,صبح
all_cropped_images/dr36_4_31.jpg,صبح
all_cropped_images/dr36_4_32.jpg,شام
all_cropped_images/dr36_4_33.jpg,شام
all_cropped_images/dr36_4_34.jpg,شام
all_cropped_images/dr36_4_35.jpg,رات
all_cropped_images/dr36_4_36.jpg,ٹیکہ
all_cropped_images/dr36_4_37.jpg,ٹیکہ
all_cropped_images/dr36_5_1.jpg,Admit
all_cropped_images/dr36_5_2.jpg,inj
all_cropped_images/dr36_5_3.jpg,Ecasil
all_cropped_images/dr36_5_4.jpg,200
all_cropped_images/dr36_5_5.jpg,mg
all_cropped_images/dr36_5_6.jpg,100
all_cropped_images/dr36_5_7.jpg,ml
all_cropped_images/dr36_5_8.jpg,30
all_cropped_images/dr36_5_9.jpg,inj
all_cropped_images/dr36_5_10.jpg,Meroget
all_cropped_images/dr36_5_11.jpg,500
all_cropped_images/dr36_5_12.jpg,mg
all_cropped_images/dr36_5_13.jpg,inj
all_cropped_images/dr36_5_14.jpg,Provas
all_cropped_images/dr36_5_15.jpg,25
all_cropped_images/dr36_5_16.jpg,inj
all_cropped_images/dr36_5_17.jpg,Hy-Cortisone
all_cropped_images/dr36_5_18.jpg,100
all_cropped_images/dr36_5_19.jpg,Inj
all_cropped_images/dr36_5_20.jpg,Plabolyte-M
all_cropped_images/dr36_5_21.jpg,500
all_cropped_images/dr36_5_22.jpg,ml
all_cropped_images/dr36_5_23.jpg,250
all_cropped_images/dr36_5_24.jpg,2
all_cropped_images/dr36_5_25.jpg,2
all_cropped_images/dr36_5_26.jpg,7
all_cropped_images/dr36_5_27.jpg,7
all_cropped_images/dr36_5_28.jpg,صبح
all_cropped_images/dr36_5_29.jpg,صبح
all_cropped_images/dr36_5_30.jpg,صبح
all_cropped_images/dr36_5_31.jpg,صبح
all_cropped_images/dr36_5_32.jpg,شام
all_cropped_images/dr36_5_33.jpg,شام
all_cropped_images/dr36_5_34.jpg,دوپہر
all_cropped_images/dr36_5_35.jpg,شام
all_cropped_images/dr36_5_36.jpg,ٹیکہ
all_cropped_images/dr36_5_37.jpg,ایک
all_cropped_images/dr36_5_38.jpg,شام
all_cropped_images/dr36_5_39.jpg,ٹیکہ
all_cropped_images/dr36_5_40.jpg,دن
all_cropped_images/dr36_5_41.jpg,دن
all_cropped_images/dr36_5_42.jpg,دن
all_cropped_images/dr36_5_43.jpg,دن
all_cropped_images/dr36_5_44.jpg,ٹیکہ
all_cropped_images/dr36_5_45.jpg,ایک
all_cropped_images/dr36_5_46.jpg,ٹیکہ
all_cropped_images/dr36_6_1.jpg,phototherapy after ECG
all_cropped_images/dr36_6_2.jpg,inj
all_cropped_images/dr36_6_3.jpg,Floghyl
all_cropped_images/dr36_6_4.jpg,8
all_cropped_images/dr36_6_5.jpg,ٹیکہ
all_cropped_images/dr36_6_6.jpg,صبح
all_cropped_images/dr36_6_7.jpg,شام
all_cropped_images/dr36_6_8.jpg,inj
all_cropped_images/dr36_6_9.jpg,Novidat
all_cropped_images/dr36_6_10.jpg,200
all_cropped_images/dr36_6_11.jpg,mg
all_cropped_images/dr36_6_12.jpg,100
all_cropped_images/dr36_6_13.jpg,ml
all_cropped_images/dr36_6_14.jpg,12
all_cropped_images/dr36_6_15.jpg,5
all_cropped_images/dr36_6_16.jpg,5
all_cropped_images/dr36_6_17.jpg,6
all_cropped_images/dr36_6_18.jpg,7
all_cropped_images/dr36_6_19.jpg,Tab
all_cropped_images/dr36_6_20.jpg,Phenobarbitone
all_cropped_images/dr36_6_21.jpg,صبح
all_cropped_images/dr36_6_22.jpg,شام
all_cropped_images/dr36_6_23.jpg,شام
all_cropped_images/dr36_6_24.jpg,صبح
all_cropped_images/dr36_6_25.jpg,شام
all_cropped_images/dr36_6_26.jpg,دن
all_cropped_images/dr36_6_27.jpg,دن
all_cropped_images/dr36_6_28.jpg,دن
all_cropped_images/dr36_6_29.jpg,دن
all_cropped_images/dr36_6_30.jpg,8
all_cropped_images/dr36_6_31.jpg,ٹیکہ
all_cropped_images/dr36_6_32.jpg,Admit in
all_cropped_images/dr36_6_33.jpg,Nursery
all_cropped_images/dr3_1.jpg,SHAGUFTA
all_cropped_images/dr3_2.jpg,شگفتہ
all_cropped_images/dr3_3.jpg,HTN
all_cropped_images/dr3_4.jpg,Admit RMC
all_cropped_images/dr3_5.jpg,ORS only
all_cropped_images/dr3_6.jpg,CBC
all_cropped_images/dr3_7.jpg,Inj
all_cropped_images/dr3_8.jpg,Inj
all_cropped_images/dr3_9.jpg,Inj
all_cropped_images/dr3_10.jpg,Inj
all_cropped_images/dr3_11.jpg,Inj
all_cropped_images/dr3_12.jpg,Tab
all_cropped_images/dr3_13.jpg,Ongene
all_cropped_images/dr3_14.jpg,08
all_cropped_images/dr3_15.jpg,ml
all_cropped_images/dr3_16.jpg,purpal
all_cropped_images/dr3_17.jpg,40
all_cropped_images/dr3_18.jpg,Nospa
all_cropped_images/dr3_19.jpg,Plabolyte-M
all_cropped_images/dr3_20.jpg,1000
all_cropped_images/dr3_21.jpg,12
all_cropped_images/dr3_22.jpg,Q-Bact
all_cropped_images/dr3_23.jpg,NT-Tox
all_cropped_images/dr3_24.jpg,500
all_cropped_images/dr3_25.jpg,1
all_cropped_images/dr3_26.jpg,mg
all_cropped_images/dr3_27.jpg,02
all_cropped_images/dr3_28.jpg,mg
all_cropped_images/dr3_29.jpg,12
all_cropped_images/dr3_30.jpg,1
all_cropped_images/dr3_31.jpg,Now for
all_cropped_images/dr3_32.jpg,01
all_cropped_images/dr3_33.jpg,week
all_cropped_images/dr3_34.jpg,CRTs
all_cropped_images/dr38_1_1.jpg,
all_cropped_images/dr38_1_2.jpg,50
all_cropped_images/dr38_1_3.jpg,years
all_cropped_images/dr38_1_4.jpg,BP
all_cropped_images/dr38_1_5.jpg,120/80
all_cropped_images/dr38_1_6.jpg,LCB
all_cropped_images/dr38_1_7.jpg,17
all_cropped_images/dr38_1_8.jpg,years
all_cropped_images/dr38_1_9.jpg,LMP
all_cropped_images/dr38_1_10.jpg,M/C
all_cropped_images/dr38_1_11.jpg,USG
all_cropped_images/dr38_1_12.jpg,P/C
all_cropped_images/dr38_1_13.jpg,TAH+BSO
all_cropped_images/dr38_1_14.jpg,Cap
all_cropped_images/dr38_1_15.jpg,Transmine
all_cropped_images/dr38_1_16.jpg,500
all_cropped_images/dr38_1_17.jpg,mg
all_cropped_images/dr38_1_18.jpg,1+1+1
all_cropped_images/dr38_1_19.jpg,Tab
all_cropped_images/dr38_1_20.jpg,Ponstan Forte
all_cropped_images/dr38_1_21.jpg,1+1+1
all_cropped_images/dr38_1_22.jpg,CBC
all_cropped_images/dr38_1_23.jpg,RBS
all_cropped_images/dr38_1_24.jpg,PT
all_cropped_images/dr38_1_25.jpg,v/m
all_cropped_images/dr38_1_26.jpg,cUE
all_cropped_images/dr38_1_27.jpg,LFTs
all_cropped_images/dr38_1_28.jpg,RPMs
all_cropped_images/dr38_1_29.jpg,ECG
all_cropped_images/dr38_1_30.jpg,Echocardiography
all_cropped_images/dr38_1_31.jpg,Chest X-ray PA view
all_cropped_images/dr38_1_32.jpg,Irregular+Infrequent M/C-1.5y
all_cropped_images/dr38_1_33.jpg,Missed for 6mo
all_cropped_images/dr38_1_34.jpg,Now had menses on
all_cropped_images/dr38_1_35.jpg,after
all_cropped_images/dr38_1_36.jpg,6 mo e heavy flow
all_cropped_images/dr38_1_37.jpg,Transamin 
all_cropped_images/dr38_1_38.jpg,cap
all_cropped_images/dr38_1_39.jpg,Took
all_cropped_images/dr38_1_40.jpg,for
all_cropped_images/dr38_1_41.jpg,5
all_cropped_images/dr38_1_42.jpg,days
all_cropped_images/dr38_1_43.jpg,H/o PV bleeding/spotting yesterday
all_cropped_images/dr38_1_44.jpg,Taking
all_cropped_images/dr38_1_45.jpg,Tab
all_cropped_images/dr38_1_46.jpg,Primolut N
all_cropped_images/dr38_1_47.jpg,for
all_cropped_images/dr38_1_48.jpg,12
all_cropped_images/dr38_1_49.jpg,days
all_cropped_images/dr38_1_50.jpg,ماہواری میں زیادہ خون آنے کی صورت میں لیں
all_cropped_images/dr38_1_51.jpg,3-4
all_cropped_images/dr38_1_52.jpg,دن
all_cropped_images/dr38_1_53.jpg,MF
all_cropped_images/dr38_1_54.jpg,31
all_cropped_images/dr38_1_55.jpg,y
all_cropped_images/dr38_1_56.jpg,Irregular Infrequent
all_cropped_images/dr38_1_57.jpg,Cx
all_cropped_images/dr38_1_58.jpg,ut
all_cropped_images/dr38_1_59.jpg,u/R
all_cropped_images/dr38_1_60.jpg,Ad
all_cropped_images/dr38_1_61.jpg,Bleeding from
all_cropped_images/dr38_2_1.jpg,Tayaba Ijaz
all_cropped_images/dr38_2_2.jpg,17y
all_cropped_images/dr38_2_3.jpg,P/C Inremensturar spotting-9mo
all_cropped_images/dr38_2_4.jpg,Regular menses for 3 days f/b spotting
all_cropped_images/dr38_2_5.jpg,stopped for somedays & again PV spotting
all_cropped_images/dr38_2_6.jpg,Tab
all_cropped_images/dr38_2_7.jpg,Primolut N
all_cropped_images/dr38_2_8.jpg,2+2
all_cropped_images/dr38_2_9.jpg,7
all_cropped_images/dr38_2_10.jpg,2
all_cropped_images/dr38_2_11.jpg,CBC
all_cropped_images/dr38_2_12.jpg,PT
all_cropped_images/dr38_2_13.jpg,APTT
all_cropped_images/dr38_2_14.jpg,CT
all_cropped_images/dr38_2_15.jpg,Single
all_cropped_images/dr38_2_16.jpg,A/M
all_cropped_images/dr38_2_17.jpg,12
all_cropped_images/dr38_2_18.jpg,LMP
all_cropped_images/dr38_2_19.jpg,M/C-Irregular Inequent
all_cropped_images/dr38_2_20.jpg,آج سے شروع کریں
all_cropped_images/dr38_2_21.jpg,دن میں پھر
all_cropped_images/dr38_2_22.jpg,دن
all_cropped_images/dr38_2_23.jpg,ناغہ
all_cropped_images/dr38_2_24.jpg,ماہ
all_cropped_images/dr38_2_25.jpg,آج کرائیں
all_cropped_images/dr38_2_26.jpg,1
all_cropped_images/dr38_2_27.jpg, ماہ بعد دکھائیں
all_cropped_images/dr38_2_28.jpg,1st visit
all_cropped_images/dr38_2_29.jpg,Adv
all_cropped_images/dr38_2_30.jpg,End
all_cropped_images/dr38_2_31.jpg,on USG
all_cropped_images/dr38_3_1.jpg,Mrs. Shafeeq
all_cropped_images/dr38_3_2.jpg,52y
all_cropped_images/dr38_3_3.jpg,P/C Irregular+Infrequent M/C-3y
all_cropped_images/dr38_3_4.jpg,Missed for 2-3mo
all_cropped_images/dr38_3_5.jpg,This month had twice M/C
all_cropped_images/dr38_3_6.jpg,Told about
all_cropped_images/dr38_3_7.jpg,Ad
all_cropped_images/dr38_3_8.jpg,TAH+BSO
all_cropped_images/dr38_3_9.jpg,CBCCuERBSV/MPT
all_cropped_images/dr38_3_10.jpg,RPMECGCx R
all_cropped_images/dr38_3_11.jpg,Echocardiography
all_cropped_images/dr38_3_12.jpg,LFTs
all_cropped_images/dr38_3_13.jpg,MF
all_cropped_images/dr38_3_14.jpg,27
all_cropped_images/dr38_3_15.jpg,y
all_cropped_images/dr38_3_16.jpg,LCB-18y Back
all_cropped_images/dr38_3_17.jpg,LMP
all_cropped_images/dr38_3_18.jpg,M/C-Irregular Infrequent
all_cropped_images/dr38_3_19.jpg,1st Visit
all_cropped_images/dr38_4_1.jpg,Aqsa w/o Rizwan
all_cropped_images/dr38_4_2.jpg,29y
all_cropped_images/dr38_4_3.jpg,P/C
all_cropped_images/dr38_4_4.jpg,Sec. Amenhorrea=4mo
all_cropped_images/dr38_4_5.jpg,wants to conceive
all_cropped_images/dr38_4_6.jpg,Both Partners 1st marriage
all_cropped_images/dr38_4_7.jpg,after
all_cropped_images/dr38_4_8.jpg,15-30
all_cropped_images/dr38_4_9.jpg,Prev. conceived sport
all_cropped_images/dr38_4_10.jpg,Cap
all_cropped_images/dr38_4_11.jpg,Orlis
all_cropped_images/dr38_4_12.jpg,120
all_cropped_images/dr38_4_13.jpg,mg
all_cropped_images/dr38_4_14.jpg,1
all_cropped_images/dr38_4_15.jpg,روزانہ دوپہر کے کھانے سے پہلے
all_cropped_images/dr38_4_16.jpg,1
all_cropped_images/dr38_4_17.jpg,ماہ
all_cropped_images/dr38_4_18.jpg,MF
all_cropped_images/dr38_4_19.jpg,8
all_cropped_images/dr38_4_20.jpg,y
all_cropped_images/dr38_4_21.jpg,LMP
all_cropped_images/dr38_4_22.jpg,M/C
all_cropped_images/dr38_4_23.jpg,Irregular
all_cropped_images/dr38_4_24.jpg,No menses for 4mo
all_cropped_images/dr38_4_25.jpg,RBS
all_cropped_images/dr38_4_26.jpg,Uric acid
all_cropped_images/dr38_4_27.jpg,CBC
all_cropped_images/dr38_4_28.jpg,Hb
all_cropped_images/dr38_4_29.jpg,11.8
all_cropped_images/dr38_4_30.jpg,TLC
all_cropped_images/dr38_4_31.jpg,7600
all_cropped_images/dr38_4_32.jpg,ut
all_cropped_images/dr38_4_33.jpg,A/V
all_cropped_images/dr38_4_34.jpg,Adv Multiple
all_cropped_images/dr38_4_35.jpg,weight reduction
all_cropped_images/dr38_4_36.jpg,1-2
all_cropped_images/dr38_4_37.jpg, دن میں کروا کر دکھائیں۔
all_cropped_images/dr38_5_1.jpg,B+ve
all_cropped_images/dr38_5_2.jpg,Amna w/o Khawar
all_cropped_images/dr38_5_3.jpg,24y
all_cropped_images/dr38_5_4.jpg,Hb
all_cropped_images/dr38_5_5.jpg,RBS
all_cropped_images/dr38_5_6.jpg,BP
all_cropped_images/dr38_5_7.jpg,110/70
all_cropped_images/dr38_5_8.jpg,36+1
all_cropped_images/dr38_5_9.jpg,weeks by dates
all_cropped_images/dr38_5_10.jpg,vaccinated
all_cropped_images/dr38_5_11.jpg,Decadron
all_cropped_images/dr38_5_12.jpg,Inj
all_cropped_images/dr38_5_13.jpg,Keep NPO at
all_cropped_images/dr38_5_14.jpg,CBCCueV/MPT
all_cropped_images/dr38_5_15.jpg,Keep 1 Donor available
all_cropped_images/dr38_5_16.jpg,FHR CTG
all_cropped_images/dr38_5_17.jpg,MF
all_cropped_images/dr38_5_18.jpg,2
all_cropped_images/dr38_5_19.jpg,y
all_cropped_images/dr38_5_20.jpg,LMP
all_cropped_images/dr38_5_21.jpg,EDD
all_cropped_images/dr38_5_22.jpg,Plz admit pt in FMC on
all_cropped_images/dr38_5_23.jpg,9.20
all_cropped_images/dr38_5_24.jpg,32.42
all_cropped_images/dr38_5_25.jpg,7.33
all_cropped_images/dr38_5_26.jpg,32.38
all_cropped_images/dr38_5_27.jpg,37+3
all_cropped_images/dr38_5_28.jpg,36+5
all_cropped_images/dr38_5_29.jpg,37+4
all_cropped_images/dr38_5_30.jpg,36+2
all_cropped_images/dr38_5_31.jpg,12
all_cropped_images/dr38_6_1.jpg,Asma Waqar
all_cropped_images/dr38_6_2.jpg,30
all_cropped_images/dr38_6_3.jpg,yrs
all_cropped_images/dr38_6_4.jpg,36+0
all_cropped_images/dr38_6_5.jpg,wks by corr.EDD
all_cropped_images/dr38_6_6.jpg,RBS
all_cropped_images/dr38_6_7.jpg,vaccinated
all_cropped_images/dr38_6_8.jpg,Ferfer
all_cropped_images/dr38_6_9.jpg,Sachet
all_cropped_images/dr38_6_10.jpg,1
all_cropped_images/dr38_6_11.jpg,روزانہ
all_cropped_images/dr38_6_12.jpg,Tab
all_cropped_images/dr38_6_13.jpg,Abocal
all_cropped_images/dr38_6_14.jpg,1
all_cropped_images/dr38_6_15.jpg,Inj
all_cropped_images/dr38_6_16.jpg,Decadron
all_cropped_images/dr38_6_17.jpg,Plz admit in FMC on
all_cropped_images/dr38_6_18.jpg,CBCCUERBSV/MPT
all_cropped_images/dr38_6_19.jpg,Keep 1 donor available
all_cropped_images/dr38_6_20.jpg,MF
all_cropped_images/dr38_6_21.jpg,6
all_cropped_images/dr38_6_22.jpg,yrs
all_cropped_images/dr38_6_23.jpg,LMP
all_cropped_images/dr38_6_24.jpg,USG
all_cropped_images/dr38_6_25.jpg,BP
all_cropped_images/dr38_6_26.jpg,110/70
all_cropped_images/dr38_6_27.jpg,102
all_cropped_images/dr38_6_28.jpg,SAC FCA
all_cropped_images/dr38_6_29.jpg,corr EDD
all_cropped_images/dr38_7_1.jpg,Saliha Arsalan
all_cropped_images/dr38_7_2.jpg,26
all_cropped_images/dr38_7_3.jpg,yrs
all_cropped_images/dr38_7_4.jpg,BP
all_cropped_images/dr38_7_5.jpg,120/70
all_cropped_images/dr38_7_6.jpg,RBS
all_cropped_images/dr38_7_7.jpg,FBS
all_cropped_images/dr38_7_8.jpg,94
all_cropped_images/dr38_7_9.jpg,92
all_cropped_images/dr38_7_10.jpg,Cap
all_cropped_images/dr38_7_11.jpg,Fefol Vit 
all_cropped_images/dr38_7_12.jpg,Plz admit in FMC on
all_cropped_images/dr38_7_13.jpg,1
all_cropped_images/dr38_7_14.jpg,LMP
all_cropped_images/dr38_7_15.jpg,EDD
all_cropped_images/dr38_7_16.jpg,37+1
all_cropped_images/dr38_7_17.jpg,wks by dates
all_cropped_images/dr38_7_18.jpg,MF-3.5y
all_cropped_images/dr38_7_19.jpg,vaccinated
all_cropped_images/dr38_7_20.jpg,USG
all_cropped_images/dr38_7_21.jpg,Anomly scan
all_cropped_images/dr38_7_22.jpg,Post
all_cropped_images/dr38_7_23.jpg,9.3
all_cropped_images/dr38_7_24.jpg,70.2
all_cropped_images/dr38_7_25.jpg,31.4
all_cropped_images/dr38_7_26.jpg,2781
all_cropped_images/dr38_7_27.jpg,35+5
all_cropped_images/dr38_7_28.jpg,ok
all_cropped_images/dr38_7_29.jpg,CBCCUERBSV/MRPMPT
all_cropped_images/dr38_7_30.jpg,high risk consent
all_cropped_images/dr38_8_1.jpg,IUGR
all_cropped_images/dr38_8_2.jpg,Suman Nauman
all_cropped_images/dr38_8_3.jpg,29
all_cropped_images/dr38_8_4.jpg,yr
all_cropped_images/dr38_8_5.jpg,RBS
all_cropped_images/dr38_8_6.jpg,V/M
all_cropped_images/dr38_8_7.jpg,Plz admit in FMC on
all_cropped_images/dr38_8_8.jpg,LMP
all_cropped_images/dr38_8_9.jpg,EDD
all_cropped_images/dr38_8_10.jpg,CBCRBSV/MPT
all_cropped_images/dr38_8_11.jpg,MF
all_cropped_images/dr38_8_12.jpg,12
all_cropped_images/dr38_8_13.jpg,81
all_cropped_images/dr38_8_14.jpg,-ve
all_cropped_images/dr38_8_15.jpg,8.65
all_cropped_images/dr38_8_16.jpg,31.43
all_cropped_images/dr38_8_17.jpg,7.51
all_cropped_images/dr38_8_18.jpg,29.97
all_cropped_images/dr38_8_19.jpg,2676
all_cropped_images/dr38_8_20.jpg,35+0
all_cropped_images/dr38_8_21.jpg,35+1
all_cropped_images/dr38_8_22.jpg,38+3
all_cropped_images/dr38_9_1.jpg,Ayesha
all_cropped_images/dr38_9_2.jpg,38 yr
all_cropped_images/dr38_9_3.jpg,LMP
all_cropped_images/dr38_9_4.jpg,MC
all_cropped_images/dr38_9_5.jpg,MF
all_cropped_images/dr38_9_6.jpg,Cap
all_cropped_images/dr38_9_7.jpg,Transmin
all_cropped_images/dr38_9_8.jpg,500
all_cropped_images/dr38_9_9.jpg,mg
all_cropped_images/dr38_9_10.jpg,1+1+1
all_cropped_images/dr38_9_11.jpg,Tab
all_cropped_images/dr38_9_12.jpg,Ponstan Forte 
all_cropped_images/dr38_9_13.jpg,1+1+1
all_cropped_images/dr38_9_14.jpg,CBCRBSV/MPT
all_cropped_images/dr38_9_15.jpg,CxRECG
all_cropped_images/dr38_9_16.jpg,ماہواری میں زیادہ خون آنے کی صورت میں لیں
all_cropped_images/dr38_9_17.jpg,U/R
all_cropped_images/dr38_9_18.jpg,on Scan
all_cropped_images/dr38_9_19.jpg,22
all_cropped_images/dr38_10_1.jpg,B+ve
all_cropped_images/dr38_10_2.jpg,Muneeza w/o Fahad
all_cropped_images/dr38_10_3.jpg,23y
all_cropped_images/dr38_10_4.jpg,BP
all_cropped_images/dr38_10_5.jpg,120/70
all_cropped_images/dr38_10_6.jpg,GA-36+1 wks by corr EDD
all_cropped_images/dr38_10_7.jpg,Vaccinated steroid cover done
all_cropped_images/dr38_10_8.jpg,Tab
all_cropped_images/dr38_10_9.jpg,Bisleni
all_cropped_images/dr38_10_10.jpg,1
all_cropped_images/dr38_10_11.jpg,Hb
all_cropped_images/dr38_10_12.jpg,RBS
all_cropped_images/dr38_10_13.jpg,V/M-Neg
all_cropped_images/dr38_10_14.jpg,Plz admit in FMC on
all_cropped_images/dr38_10_15.jpg,NPO from
all_cropped_images/dr38_10_16.jpg,CBCCuERBSV/MPT
all_cropped_images/dr38_10_17.jpg,CTGconsent
all_cropped_images/dr38_10_18.jpg,MF-5y
all_cropped_images/dr38_10_19.jpg,LMP
all_cropped_images/dr38_10_20.jpg,corr EDD
all_cropped_images/dr38_10_21.jpg,USG
all_cropped_images/dr38_10_22.jpg,1st visit
all_cropped_images/dr38_10_23.jpg,روزانہ
all_cropped_images/dr38_10_24.jpg,donor
all_cropped_images/dr38_10_25.jpg,ok
all_cropped_images/dr38_10_26.jpg,9.1
all_cropped_images/dr38_10_27.jpg,7.2
all_cropped_images/dr38_10_28.jpg,31.7
all_cropped_images/dr38_10_29.jpg,2910
all_cropped_images/dr38_10_30.jpg,36+3
all_cropped_images/dr38_10_31.jpg,37+2
all_cropped_images/dr38_10_32.jpg,37
all_cropped_images/dr38_10_33.jpg,35+4
all_cropped_images/dr38_10_34.jpg,107
all_cropped_images/dr38_10_35.jpg,c/m
all_cropped_images/dr38_11_1.jpg,Anum w/o Muzamil
all_cropped_images/dr38_11_2.jpg,28y
all_cropped_images/dr38_11_3.jpg,Hb
all_cropped_images/dr38_11_4.jpg,Hb
all_cropped_images/dr38_11_5.jpg,LMP
all_cropped_images/dr38_11_6.jpg,EDD
all_cropped_images/dr38_11_7.jpg,On Scans
all_cropped_images/dr38_11_8.jpg,BP
all_cropped_images/dr38_11_9.jpg,130/90
all_cropped_images/dr38_11_10.jpg,36+1
all_cropped_images/dr38_11_11.jpg,weeks by dates
all_cropped_images/dr38_11_12.jpg,vaccinated
all_cropped_images/dr38_11_13.jpg,Inj
all_cropped_images/dr38_11_14.jpg,decadron
all_cropped_images/dr38_11_15.jpg,Adv
all_cropped_images/dr38_11_16.jpg,RBS
all_cropped_images/dr38_11_17.jpg,SAF
all_cropped_images/dr38_11_18.jpg,FcA
all_cropped_images/dr38_11_19.jpg,Pl
all_cropped_images/dr38_11_20.jpg,liq
all_cropped_images/dr38_11_21.jpg,BPD
all_cropped_images/dr38_11_22.jpg,Fl
all_cropped_images/dr38_11_23.jpg,AC
all_cropped_images/dr38_11_24.jpg,EFW
all_cropped_images/dr38_11_25.jpg,Adq
all_cropped_images/dr38_11_26.jpg,92.5
